O vetor 1 demorou 3935 ms.
O vetor 2 demorou 3806 ms.
O vetor 3 demorou 3817 ms.
O vetor 4 demorou 3803 ms.
O vetor 5 demorou 3807 ms.
O vetor 6 demorou 3791 ms.
O vetor 7 demorou 3775 ms.
O vetor 8 demorou 3936 ms.
O vetor 9 demorou 3873 ms.
O vetor 10 demorou 3835 ms.
O vetor 11 demorou 3814 ms.
O vetor 12 demorou 3805 ms.
O vetor 13 demorou 3789 ms.
O vetor 14 demorou 3785 ms.
O vetor 15 demorou 3811 ms.
O vetor 16 demorou 3820 ms.
O vetor 17 demorou 3801 ms.
O vetor 18 demorou 3773 ms.
O vetor 19 demorou 3816 ms.
O vetor 20 demorou 3794 ms.
O vetor 21 demorou 3794 ms.
O vetor 22 demorou 3784 ms.
O vetor 23 demorou 3763 ms.
O vetor 24 demorou 3998 ms.
O vetor 25 demorou 3785 ms.
O vetor 26 demorou 3810 ms.
O vetor 27 demorou 3805 ms.
O vetor 28 demorou 3784 ms.
O vetor 29 demorou 3775 ms.
O vetor 30 demorou 3778 ms.
O vetor 31 demorou 3799 ms.
O vetor 32 demorou 3781 ms.
O vetor 33 demorou 3793 ms.
O vetor 34 demorou 3775 ms.
O vetor 35 demorou 3792 ms.
O vetor 36 demorou 3806 ms.
O vetor 37 demorou 3790 ms.
O vetor 38 demorou 3814 ms.
O vetor 39 demorou 3802 ms.
O vetor 40 demorou 3921 ms.
O vetor 41 demorou 3842 ms.
O vetor 42 demorou 3801 ms.
O vetor 43 demorou 3809 ms.
O vetor 44 demorou 3814 ms.
O vetor 45 demorou 3800 ms.
O vetor 46 demorou 3801 ms.
O vetor 47 demorou 3794 ms.
O vetor 48 demorou 3792 ms.
O vetor 49 demorou 3794 ms.
O vetor 50 demorou 3796 ms.
O vetor 51 demorou 3777 ms.
O vetor 52 demorou 3815 ms.
O vetor 53 demorou 3795 ms.
O vetor 54 demorou 3787 ms.
O vetor 55 demorou 3852 ms.
O vetor 56 demorou 3914 ms.
O vetor 57 demorou 3812 ms.
O vetor 58 demorou 3803 ms.
O vetor 59 demorou 3754 ms.
O vetor 60 demorou 3786 ms.
O vetor 61 demorou 3791 ms.
O vetor 62 demorou 3807 ms.
O vetor 63 demorou 3792 ms.
O vetor 64 demorou 3853 ms.
O vetor 65 demorou 3811 ms.
O vetor 66 demorou 3780 ms.
O vetor 67 demorou 3809 ms.
O vetor 68 demorou 3790 ms.
O vetor 69 demorou 3809 ms.
O vetor 70 demorou 3820 ms.
O vetor 71 demorou 3925 ms.
O vetor 72 demorou 3820 ms.
O vetor 73 demorou 3825 ms.
O vetor 74 demorou 3815 ms.
O vetor 75 demorou 3806 ms.
O vetor 76 demorou 3776 ms.
O vetor 77 demorou 3782 ms.
O vetor 78 demorou 4050 ms.
O vetor 79 demorou 3877 ms.
O vetor 80 demorou 3783 ms.
O vetor 81 demorou 3796 ms.
O vetor 82 demorou 3793 ms.
O vetor 83 demorou 3791 ms.
O vetor 84 demorou 3801 ms.
O vetor 85 demorou 3787 ms.
O vetor 86 demorou 3797 ms.
O vetor 87 demorou 3930 ms.
O vetor 88 demorou 3801 ms.
O vetor 89 demorou 3805 ms.
O vetor 90 demorou 3818 ms.
O vetor 91 demorou 3799 ms.
O vetor 92 demorou 3795 ms.
O vetor 93 demorou 3797 ms.
O vetor 94 demorou 3813 ms.
O vetor 95 demorou 3794 ms.
O vetor 96 demorou 3804 ms.
O vetor 97 demorou 3793 ms.
O vetor 98 demorou 3816 ms.
O vetor 99 demorou 3803 ms.
O vetor 100 demorou 3819 ms.
